 Nx=          50 Ny=           8 Jd=  0.000000000000000E+000 t2=
  -4.24264068711929      N_up=           0 N_down=           0        3600
        8000
      57      65  1    -0.023420247
      57      73  2     0.002369037
      57      81  3     0.001966543
      57      89  4     0.000977664
      57      97  5     0.000796561
      57     105  6     0.000068074
      57     113  7    -0.000612869
      57     121  8    -0.000086968
      57     129  9     0.000211395
      57     137  10     0.000115613
      57     145  11    -0.000044619
      57     153  12    -0.000087006
      57     161  13    -0.000010640
      57     169  14     0.000039819
      57     177  15     0.000020324
      57     185  16    -0.000012116
      57     193  17    -0.000014138
      57     201  18     0.000000741
      57     209  19     0.000006908
      57     217  20     0.000002199
      57     225  21    -0.000002619
      57     225  22    -0.000002619
      57     233  23    -0.000001895
      57     241  24     0.000000557
      57     249  25     0.000001057
      57     257  26     0.000000141
      57     265  27    -0.000000483
      57     273  28    -0.000000200
      57     281  29     0.000000135
      57     289  30     0.000000130
      57     297  31    -0.000000007
      57     305  32    -0.000000071
      57     313  33    -0.000000010
      57     321  34     0.000000020
      57     329  35     0.000000011
