 Nx=          50 Ny=           8 Jd=  0.000000000000000E+000 t2=
  -4.24264068711929      N_up=           0 N_down=           0        3600
       12000
     197     137      -0.000398042
     197     138       0.000845865
     197     139       0.000564257
     197     140      -0.000907607
     197     141      -0.000742210
     197     142       0.000800695
     197     143       0.000581324
     197     144      -0.000763534
     197     145      -0.000741207
     197     146       0.000078355
     197     147       0.000464771
     197     148      -0.000147326
     197     149      -0.000147092
     197     150       0.000319789
     197     151       0.000494755
     197     152      -0.000376923
     197     153       0.000144303
     197     154      -0.001249711
     197     155      -0.000342297
     197     156       0.001233995
     197     157       0.000996551
     197     158      -0.001860433
     197     159      -0.000373611
     197     160       0.001586199
     197     161       0.001538729
     197     162      -0.000456708
     197     163      -0.000982508
     197     164      -0.000522170
     197     165       0.001246624
     197     166      -0.002428997
     197     167      -0.001001981
     197     168       0.002447489
     197     169      -0.001860873
     197     170       0.001278063
     197     171      -0.000090893
     197     172      -0.001777537
     197     173       0.002640566
     197     174       0.001459811
     197     175      -0.000025302
     197     176      -0.002351352
     197     177      -0.001289450
     197     178       0.004131932
     197     179       0.000841551
     197     180       0.000205071
     197     181       0.001406157
     197     182       0.004726736
     197     183       0.000775765
     197     184      -0.004225841
     197     185       0.005326179
     197     186       0.000736822
     197     187      -0.002368714
     197     188      -0.000925687
     197     189      -0.022864472
     197     190       0.000319342
     197     191      -0.002040232
     197     192       0.003002928
     197     193      -0.002245505
     197     194      -0.011519502
     197     195      -0.003414310
     197     196       0.031064990
     197     197       0.000000000
     197     198       0.015074923
     197     199      -0.003420207
     197     200      -0.000425226
     197     201       0.005638827
     197     202       0.000683356
     197     203      -0.002362933
     197     204      -0.000889253
     197     205      -0.021312046
     197     206      -0.000193146
     197     207      -0.002548035
     197     208       0.003052845
     197     209      -0.000881771
     197     210       0.003594533
     197     211       0.000606900
     197     212      -0.000068781
     197     213       0.001311352
     197     214       0.004474892
     197     215       0.000641016
     197     216      -0.003659298
     197     217      -0.002294319
     197     218       0.001591187
     197     219       0.000232391
     197     220      -0.002140652
     197     221       0.002422123
     197     222       0.001874883
     197     223       0.000120289
     197     224      -0.002650630
     197     225       0.000887255
     197     226      -0.000225315
     197     227      -0.000555483
     197     228      -0.000610582
     197     229       0.001016878
     197     230      -0.002222041
     197     231      -0.000613995
     197     232       0.002157132
     197     233       0.000231096
     197     234      -0.001247366
     197     235      -0.000430119
     197     236       0.001225228
     197     237       0.001007020
     197     238      -0.001798058
     197     239      -0.000369221
     197     240       0.001494170
     197     241      -0.000342711
     197     242      -0.000131575
     197     243       0.000216227
     197     244       0.000085512
     197     245       0.000011626
     197     246       0.000081510
     197     247       0.000191170
     197     248      -0.000158140
     197     249      -0.000275239
     197     250       0.000665709
     197     251       0.000443877
     197     252      -0.000713327
     197     253      -0.000582620
     197     254       0.000634684
     197     255       0.000424406
     197     256      -0.000582077
     197     257      -0.000099301
     197     258       0.000246617
     197     259       0.000097750
     197     260      -0.000229035
     197     261      -0.000123095
     197     262       0.000289598
     197     263       0.000111388
     197     264      -0.000283664

     198     137       0.000838656
     198     138      -0.000397365
     198     139      -0.000741200
     198     140       0.000564379
     198     141       0.000789183
     198     142      -0.000741828
     198     143      -0.000913704
     198     144       0.000564437
     198     145       0.000088255
     198     146      -0.000620689
     198     147      -0.000347674
     198     148       0.000481832
     198     149       0.000272169
     198     150      -0.000166226
     198     151      -0.000115599
     198     152       0.000412012
     198     153      -0.001241324
     198     154       0.000214097
     198     155       0.001499787
     198     156      -0.000354002
     198     157      -0.001814260
     198     158       0.001006991
     198     159       0.001254916
     198     160      -0.000379045
     198     161      -0.000463177
     198     162       0.001365606
     198     163       0.002353797
     198     164      -0.001049577
     198     165      -0.002419830
     198     166       0.001260740
     198     167      -0.000552309
     198     168      -0.000827092
     198     169       0.001292500
     198     170      -0.002018031
     198     171      -0.002343043
     198     172      -0.000095216
     198     173       0.001529832
     198     174       0.002627985
     198     175      -0.001894520
     198     176       0.000042620
     198     177       0.004093887
     198     178      -0.001159450
     198     179      -0.004093036
     198     180       0.000890471
     198     181       0.004972379
     198     182       0.001414737
     198     183       0.000076622
     198     184       0.000735266
     198     185       0.000741048
     198     186       0.005442264
     198     187       0.002945323
     198     188      -0.002260016
     198     189       0.000242829
     198     190      -0.022868928
     198     191      -0.000899650
     198     192      -0.002411000
     198     193      -0.011521873
     198     194      -0.002257068
     198     195      -0.000393330
     198     196      -0.003417435
     198     197       0.015074923
     198     198       0.000000000
     198     199       0.031052011
     198     200      -0.003422647
     198     201       0.000695015
     198     202       0.005504122
     198     203       0.003114240
     198     204      -0.002361306
     198     205      -0.000121305
     198     206      -0.021310637
     198     207      -0.000897057
     198     208      -0.002283766
     198     209       0.003602536
     198     210      -0.001010075
     198     211      -0.003748769
     198     212       0.000548545
     198     213       0.004231682
     198     214       0.001322923
     198     215       0.000066616
     198     216       0.000677792
     198     217       0.001641455
     198     218      -0.002144245
     198     219      -0.002628436
     198     220       0.000208910
     198     221       0.001804157
     198     222       0.002407290
     198     223      -0.002072091
     198     224       0.000065889
     198     225      -0.000292210
     198     226       0.001031716
     198     227       0.002222336
     198     228      -0.000552328
     198     229      -0.002233371
     198     230       0.001021341
     198     231      -0.000597542
     198     232      -0.000764646
     198     233      -0.001270263
     198     234       0.000152776
     198     235       0.001538818
     198     236      -0.000400577
     198     237      -0.001840569
     198     238       0.001019103
     198     239       0.001225811
     198     240      -0.000357631
     198     241      -0.000114282
     198     242      -0.000443547
     198     243      -0.000157099
     198     244       0.000210726
     198     245       0.000134085
     198     246       0.000006498
     198     247       0.000034747
     198     248       0.000309753
     198     249       0.000679989
     198     250      -0.000279541
     198     251      -0.000577305
     198     252       0.000434060
     198     253       0.000644334
     198     254      -0.000581229
     198     255      -0.000720865
     198     256       0.000438118
     198     257       0.000245036
     198     258      -0.000073750
     198     259      -0.000294510
     198     260       0.000093920
     198     261       0.000257659
     198     262      -0.000116353
     198     263      -0.000194312
     198     264       0.000066987
