 Nx=          50 Ny=           8 M=       12000
     314     323           0.025915767          -0.016613111          -0.000772671          -0.000731805
     322     331           0.025277725          -0.023555980           0.000063959          -0.000750860
     330     339           0.027818148          -0.022593011          -0.001437523          -0.001291351
     338     347           0.024459518          -0.014508576          -0.001035867          -0.002103948
     346     355           0.020134750          -0.018418139           0.001405358           0.001129321
     354     363           0.016844208          -0.010438616          -0.000426639          -0.000180936
     362     371           0.014605591          -0.015193636           0.000150211          -0.000210446
     370     379           0.016474588          -0.013963935          -0.001446428          -0.001077600
     378     387           0.013810332          -0.008792117          -0.001135499          -0.001593955
     386     395           0.011353533          -0.011364683           0.001133433           0.001018273
